log_price,room_type,accommodates,bathrooms,bed_type,cleaning_fee,host_has_profile_pic,host_identity_verified,host_response_rate,instant_bookable,latitude,longitude,number_of_reviews,review_scores_rating,beds,review_gap_days,n_amenities,sentiment,objectivity,description_score,luxury_policy_flag,city_value_score,city_expense_score,days_between_reviews,host_tenure,distance_to_city_center,amenity_score_normalized,Internet,Dryer/Washer,Kitchen,Heating,Essentials,Smoke detector,Air conditioning,TV,Shampoo,Carbon monoxide detector,Hangers,Laptop friendly workspace,Family/kid friendly,Hair dryer,Iron,Pet-Friendly,translation missing: en.hosting_amenity_50,Fire extinguisher,First aid kit,Free parking on premises,Cable TV,Buzzer/wireless intercom,Lock on bedroom door,24-hour check-in,Elevator,Safety card,Indoor fireplace,Self Check-In,Breakfast,city
4.382026634673881,0,1,1.0,5,1,1,1,70.0,0,34.03145330635546,-118.44785987012013,2,90.0,1.0,119.0,15,0.6369,0.4,0.692915,0,0.78,0.58,119,913,18.53797156310684,0.7388470262039625,0.1615171582861004,0.4726188233869395,0.1707098971216853,0.1717611331699255,0.179073314222486,0.1847330636327701,0.0,0.210525589331082,0.0,0.2266721231421058,0.2202435677446881,0.0,0.2645539045882654,0.0,0.2460365625849509,0.0,0.0,0.0,0.3108234015362157,0.3346319074709726,0.0,0.0,0.3773398727182973,0.0,0.0,0.0,0.0,0.0,0.0,LA
5.010635294096256,1,4,1.0,5,0,1,0,92.0,0,40.7109416179629,-73.9637411109513,15,89.0,1.0,789.0,3,0.965,0.4534722222222223,0.8237916666666665,0,0.75,0.55,789,811,5.1774389680027335,0.3606827797207746,0.5210291126575154,0.0,0.550683451609622,0.0,0.0,0.0,0.6521321951005298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA
4.007333185232471,0,2,1.0,5,0,1,0,0.0,0,34.027884380519055,-118.33778347279844,0,96.0,2.0,0.0,14,0.9648,0.4831453634085213,0.8326236090225564,0,0.78,0.58,0,1319,8.76287929426981,0.4396214617726743,0.0885069548476717,0.1294910500702739,0.0935443225780174,0.0,0.0,0.1012286316532148,0.0,0.0,0.0,0.1242100813377838,0.0,0.0,0.1449682543738998,0.0,0.0,0.8321305870428597,0.0,0.1609351658366798,0.0,0.0,0.1811746565686236,0.0,0.0,0.0,0.0,0.2449340409639405,0.0,0.0,0.0,NYC
5.298317366548036,1,7,1.0,5,1,1,1,100.0,1,37.72460587208815,-122.43250157237908,1,80.0,4.0,0.0,18,0.6465,0.5757575757575757,0.7490022727272727,0,0.85,0.5,0,1508,7.365457827437976,0.6477558466962777,0.2127387379940896,0.0,0.1124233748975432,0.1131156810048621,0.1179312194455228,0.1216585260663274,0.0,0.1386445522723468,0.1444355175632158,0.0,0.1450444619955675,0.1571734330746542,0.1742256500508271,0.1580550180187262,0.0,0.7500529671868316,0.0,0.0,0.2046970702168894,0.0,0.2177392040052517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3279443577384178,Chicago
4.174387269895637,0,4,1.0,5,1,1,1,100.0,0,34.164014354524525,-118.77785570524452,51,99.0,2.0,702.0,23,0.9919,0.4614252645502646,0.8355925793650794,0,0.78,0.58,702,724,50.1746217275373,0.7848405848465484,0.1053366792660672,0.0,0.1113319096959234,0.1120174945317478,0.116786281194677,0.1204774011641194,0.1318418456965085,0.1372985181016298,0.1430332616583217,0.0,0.1436362941381259,0.1556475107922423,0.0,0.1565205368464073,0.1604577170360416,0.0,0.2113569084211775,0.191537218465444,0.2027097634915853,0.2182369618404531,0.2156252773915317,0.0,0.2460898245647655,0.0,0.0,0.0,0.3132485759507058,0.0,0.3247605015798097,NYC
4.382026634673881,0,2,1.0,5,1,1,0,100.0,1,37.76346470892278,-122.47932344988529,4,90.0,1.0,18.0,19,0.9913,0.4861668634395907,0.8428050590318771,0,0.85,0.5,18,100,6.932245667050761,0.3111713844024627,0.0801147291893771,0.2344254285255409,0.0846744539278288,0.0851958814480536,0.0888228236938546,0.0,0.0,0.0,0.0,0.1124324867587378,0.1092438349758062,0.1183790704529839,0.0,0.1190430580249486,0.1220375147218947,0.0,0.0,0.145675300322371,0.0,0.0,0.0,0.0,0.1871657601951628,0.0,0.0,0.0,0.0,0.0,0.0,Chicago
4.74493212836325,1,2,1.0,5,1,1,1,100.0,0,33.764475561841195,-118.1493451340796,15,97.0,1.0,269.0,20,0.9551,0.4205555555555555,0.8104516666666666,0,0.78,0.58,269,745,33.658159453464904,0.7859548697224485,0.1221143442788207,0.0,0.1290644744504119,0.1298592568876172,0.1353875995352744,0.1396666284344521,0.0,0.1591669551883746,0.165815109031005,0.1713744717744231,0.1665141904560432,0.1804385125053786,0.2000148277000601,0.1814505911553369,0.1860148719026951,0.0,0.2450211119287209,0.0,0.2349966794108333,0.0,0.2499693320699532,0.0,0.0,0.278697655878409,0.0,0.3379390902709407,0.0,0.3428815145166363,0.0,NYC
4.787491742782046,0,2,1.5,5,1,1,1,100.0,0,42.313126071530775,-71.05296256125925,1,100.0,1.0,0.0,20,0.9432,0.5626566416040101,0.848916992481203,0,0.9,0.75,0,440,4.720729372468318,0.8497078597542794,0.1248300945959178,0.3652680189351754,0.1319347915248285,0.1327472494502708,0.1383985391471633,0.1427727311015779,0.1562402591828925,0.1627067335131655,0.1695027383393381,0.1751857380004537,0.0,0.1844513576010716,0.0,0.1854859442776731,0.1901517319115495,0.0,0.2504702355869261,0.2269827496582429,0.0,0.0,0.0,0.0,0.2916307623664414,0.0,0.0,0.0,0.3712177908057485,0.0,0.3848600925687691,DC
4.442651256490317,0,2,1.0,5,0,1,1,100.0,1,34.082370567005206,-117.75643214578167,20,97.0,1.0,271.0,12,0.4404,0.7342592592592592,0.7244177777777776,0,0.78,0.58,271,299,45.44871305665066,0.6645365779629461,0.3807692859908692,0.0,0.0,0.2024594932578235,0.2110785588356353,0.2177498585436942,0.2382898616101977,0.248152206189791,0.2585171342691488,0.2671845623050486,0.2596070501862072,0.0,0.0,0.0,0.0,0.4474927563952445,0.0,0.0,0.0,0.0,0.0,0.0,0.4447807138122366,0.0,0.0,0.0,0.0,0.0,0.0,LA
5.298317366548036,1,2,1.0,5,0,1,1,0.0,0,40.72714133577772,-73.95088391893317,1,100.0,2.0,0.0,13,0.7579,0.3642857142857142,0.7245507142857142,0,0.75,0.55,0,926,4.160682090438998,0.6814783312539582,0.3400112408679315,0.0,0.1796814795551543,0.180787962844608,0.1884844323080199,0.1944416273218882,0.2127830014479526,0.2215896676937565,0.2308451202405615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3091269241473362,0.3271585866435304,0.0,0.3480032721707607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241394635582267,NYC
