host_tenure,days_between_reviews,n_amenities,review_gap_days,distance_to_city_center,beds,accommodates,number_of_reviews,review_scores_rating,host_response_rate_log,room_type_Private room,room_type_Shared room,log_price,room_type,bathrooms,cleaning_fee,host_identity_verified,host_response_rate,instant_bookable,latitude,longitude,sentiment,objectivity,description_score,luxury_policy_flag,city_value_score,city_expense_score,amenity_score_normalized,Internet,Dryer/Washer,Kitchen,Heating,Smoke detector,Essentials,Air conditioning,TV,Shampoo,Carbon monoxide detector,Hangers,Family/kid friendly,Hair dryer,Laptop friendly workspace,Iron,Pet-Friendly,translation missing: en.hosting_amenity_50,Fire extinguisher,First aid kit,Cable TV,Free parking on premises,Lock on bedroom door,Buzzer/wireless intercom,24-hour check-in,Elevator,Safety card,Indoor fireplace,Self Check-In,Gym
7.261927092702751,7.240649694255466,3.1780538303479458,7.240649694255466,2.3245801709040554,1.6094379124341003,1.9459101490553132,4.941642422609304,0.875,4.61512051684126,0,0,4.787491742782046,1,1.0,1,1,100.0,1,40.684130819935305,-73.92693493650772,0.4019,0.6808608058608059,0.6949232417582417,0,0.75,0.55,0.4840912878522618,0.1612704992956514,0.0,0.0854499960276977,0.0851082642577336,0.0916853195423432,0.0905805042374246,0.1011347481688897,0.1054356354017025,0.1126074157582972,0.11506851326796,0.1128500716146287,0.1286889826948605,0.1207718374173987,0.1224022391175133,0.125482497065582,0.0,0.0,0.1529065247714112,0.1553779865159658,0.0,0.0,0.0,0.0,0.0,0.0,0.2198917727934488,0.0,0.0,0.0
6.739336627357174,4.30406509320417,3.258096538021482,4.30406509320417,0.864129758919073,0.6931471805599453,1.0986122886681098,2.0794415416798357,0.9250000000000003,4.61512051684126,1,0,5.187385805840755,0,2.0,1,1,100.0,0,40.76211020703912,-73.99723253296278,0.9785,0.3504174397031538,0.7976002319109461,0,0.75,0.55,0.4481318497281183,0.0783108294922764,0.3456877985957823,0.082986784294295,0.0826549034048994,0.0890423661734012,0.0879693986642559,0.0982194022364733,0.1023963105765023,0.0,0.1117515077067781,0.1095970156352417,0.0,0.1172904258220756,0.118873828987555,0.1218652943332562,0.0,0.0,0.0,0.0,0.1637061398248898,0.0,0.0,0.0,0.0,0.2213548725688472,0.0,0.0,0.0,0.0
7.793586803371584,0.0,2.6390573296152584,0.0,0.7633885647249259,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.0,4.61512051684126,0,0,5.521460917862246,1,1.0,1,1,100.0,0,40.76485184042272,-73.98751604457922,0.9819,0.262962962962963,0.7725538888888889,0,0.75,0.55,0.5074799673658726,0.2485834326331082,0.3657742705211135,0.1317131987798301,0.1311864511304553,0.0,0.0,0.1558897812563879,0.1625191977731716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2598276282132874,0.0,0.0,0.0,0.0,0.3513253173921192,0.0,0.0,0.0,0.3807122359906467
6.675823221634848,0.0,2.772588722239781,0.0,2.31661165303035,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.9000000000000004,4.61512051684126,1,0,3.871201010907892,0,1.5,0,1,100.0,1,40.68566068446758,-73.92552259880463,0.75,0.5773809523809523,0.7857142857142856,0,0.75,0.55,0.8165711181085897,0.1680455927705724,0.4945362082972348,0.1780796276744054,0.1773674513234551,0.1910741758491953,0.1887717170160186,0.2107669881344741,0.219730129535214,0.2346762738890536,0.2398052539775851,0.2351819739072785,0.0,0.0,0.0,0.2615082199635249,0.0,0.0,0.31866048292681,0.0,0.0,0.0,0.4016886471099426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.272398392570047,5.918893854273146,2.8903717578961645,5.918893854273146,2.2824590108080796,0.6931471805599453,1.6094379124341003,3.258096538021482,0.9500000000000002,4.418840607796598,1,0,4.700480365792417,0,1.0,1,1,82.0,0,40.82854145058789,-73.94569100739174,0.9766,0.5033273915626857,0.8428082174688056,0,0.75,0.55,0.7464798430003637,0.1295018344506331,0.0,0.137234414077176,0.1366855859741603,0.1472484691841726,0.1454741135600382,0.1624244418139181,0.1693317533042049,0.180849776954065,0.1848023491065071,0.1812394871449847,0.0,0.0,0.1965804604786815,0.0,0.0,0.2780902601476802,0.0,0.2495401747367924,0.0,0.0,0.3095553761398022,0.3139657036002995,0.0,0.0,0.0,0.0,0.0,0.0
7.134093721192866,6.6039438246004725,3.091042453358316,6.6039438246004725,2.048724694162485,1.6094379124341003,2.0794415416798357,3.871201010907891,0.8250000000000002,4.61512051684126,0,0,5.293304824724492,1,1.0,1,1,100.0,0,42.2947307585787,-71.05525941750982,0.9792,0.5213541666666667,0.84912625,0,0.9,0.75,0.9633669808869324,0.2666794055553154,0.3924013116914693,0.1413014422656095,0.1407363492965208,0.1516122701950395,0.1497853304258262,0.1672379923201074,0.1743500063314505,0.1862093738575826,0.1902790829721264,0.1866106333551573,0.2128021030285796,0.1997101884781203,0.2024062460838317,0.2074998085278971,0.0,0.0,0.0,0.25693545478827,0.2787421378199213,0.2837520312461564,0.0,0.0,0.0,0.0,0.3636164550316031,0.0,0.0,0.0
7.455876687491824,5.908082938168931,3.4011973816621555,5.908082938168931,2.4482781590426645,1.0986122886681098,1.791759469228055,3.7376696182833684,0.9750000000000001,4.61512051684126,0,0,5.010635294096256,1,1.0,1,1,100.0,1,40.66005162227052,-73.99204017588723,0.9552,0.5377423301336344,0.8456426990400903,0,0.75,0.55,0.2281887914175102,0.0562911296159443,0.0828287173203157,0.0596522838719426,0.0594137223564645,0.0640051370681963,0.0632338701371398,0.0706017435639497,0.0,0.0,0.0803288465450345,0.0787801617304096,0.089837239131258,0.084310313215504,0.0,0.087598804960623,0.0,0.0,0.1067434036928439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.480428306074208,5.739792912179234,2.5649493574615367,5.739792912179234,1.5189199888860256,1.791759469228055,2.3978952727983707,1.0986122886681098,1.0,9.999950000333332e-06,0,0,7.3132203870903005,1,4.5,1,1,0.0,0,37.79639567219756,-122.445641417608,0.9477,0.4214285714285714,0.8081235714285714,0,0.85,0.5,0.6883285454114951,0.3761291603273587,0.5534494708000698,0.1992939526835132,0.1984969359677768,0.2138365194156561,0.211259772553888,0.0,0.2459062084226664,0.0,0.2683728485037461,0.0,0.3001396983068998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4002086813998899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.679599185844383,0.0,3.044522437723423,0.0,0.4045603873162978,1.0986122886681098,1.6094379124341003,0.0,0.9000000000000004,4.61512051684126,0,0,5.991464547107983,1,1.0,0,1,100.0,0,37.7879028118606,-122.41226146112948,0.9524,0.5833333333333334,0.85834,0,0.85,0.5,0.9427897504637012,0.1292306494673992,0.380308905040134,0.13694703658605,0.1363993577635873,0.1469401216320601,0.145169481620158,0.1620843148209921,0.1689771619667496,0.1804710661509385,0.1844153613687918,0.1808599602642171,0.2062443024060776,0.193555833893824,0.1961688086352526,0.2011054056805223,0.0,0.0,0.2450567163903518,0.0,0.0,0.0,0.3089071477201465,0.0,0.0,0.3652857992988929,0.0,0.0,0.0,0.3958404548212376
6.92461239604856,6.638567789166521,2.9444389791664403,6.638567789166521,1.507737081331396,0.6931471805599453,1.0986122886681098,3.970291913552122,0.8250000000000002,4.61512051684126,1,0,4.31748811353631,0,1.0,1,0,100.0,0,40.78607797302403,-73.97700655171359,0.9898,0.403874883286648,0.8175924649859944,0,0.75,0.55,0.8801747018108527,0.2825793780045352,0.4157970817245547,0.1497261237080323,0.1491273387385394,0.1606517043202396,0.1587158386595185,0.1772090640075346,0.1847451108631214,0.0,0.2016239116836636,0.1977367415857497,0.2254898003340569,0.2116173190194472,0.0,0.0,0.0,0.303403318860348,0.0,0.0,0.2953613150771396,0.0,0.3377325349043255,0.3425443107215195,0.0,0.0,0.0,0.0,0.0,0.0
