log_price,room_type,accommodates,bathrooms,bed_type,cleaning_fee,host_has_profile_pic,host_identity_verified,host_response_rate,instant_bookable,latitude,longitude,number_of_reviews,review_scores_rating,beds,review_gap_days,n_amenities,sentiment,objectivity,description_score,luxury_policy_flag,city_value_score,city_expense_score,days_between_reviews,host_tenure,distance_to_city_center,amenity_score_normalized,Dryer/Washer,Internet,Kitchen,Heating,Essentials,Smoke detector,Air conditioning,TV,Carbon monoxide detector,Hangers,Shampoo,Laptop friendly workspace,Hair dryer,Iron,Family/kid friendly,translation missing: en.hosting_amenity_50,Pet-Friendly,Fire extinguisher,Free parking on premises,First aid kit,Cable TV,Buzzer/wireless intercom,Lock on bedroom door,24-hour check-in,Elevator,Safety card,Self Check-In,Indoor fireplace,Breakfast
5.521460917862246,1,6,1.0,5,1,1,1,100.0,0,37.75874294929672,-122.4132720164374,262,95.0,3.0,2915.0,16,0.9881,0.5171933621933622,0.8509930086580086,0,0.85,0.5,2915,2927,3.261904220089371,0.6002725813407065,0.0,0.24719923137415192,0.1299351697581838,0.13150693017643642,0.138287566373279,0.0,0.0,0.16507076441484317,0.0,0.0,0.1715239810244822,0.0,0.1779556652122545,0.17679526163053738,0.20584084120572377,0.0,0.0,0.0,0.0,0.2463177029210787,0.26569258407905844,0.30013216496011585,0.0,0.0,0.0,0.0,0.0,0.3717997289732078,0.0
4.174387269895637,0,2,1.0,5,0,1,1,100.0,0,40.69293318820049,-73.98363721738336,24,100.0,1.0,97.0,17,0.3182,0.6190476190476191,0.6470842857142858,0,0.75,0.55,97,178,6.890462913856619,0.7107696478951229,0.4287003133885801,0.14468025406492976,0.15209637399017828,0.15393620735355795,0.16187332076792935,0.16451117675761215,0.18605714903680412,0.19322455010455925,0.19611397126585242,0.19039350509971992,0.20077840060343444,0.20740004004600454,0.0,0.2069487289907204,0.24094820228229077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4025711942965059,0.0,0.0,0.0,0.0
4.248495242049359,1,1,1.0,5,0,1,0,0.0,0,40.852029777212856,-73.9164754823595,0,97.0,1.0,0.0,2,0.5994,0.0,0.55979,0,0.75,0.55,0,169,12.204491003582167,0.3108412466301997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6734141881583049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5174528964647065,1,16,2.0,5,1,1,1,100.0,1,38.926454762641896,-77.02574183990167,0,97.0,8.0,0.0,27,0.9907,0.5530401416765054,0.8626570425029516,0,0.73,0.78,0,2218,2.690059250584056,0.8103433626895385,0.27555436110571874,0.1859913498002905,0.09776251113530551,0.09894509507833975,0.10404680867083324,0.10574233512422095,0.11959137241291731,0.12419834040508562,0.1260555646178979,0.12237863845198035,0.1290537052907627,0.1333098757881609,0.13389286929998398,0.13301978799112668,0.15487352321874173,0.0,0.0,0.17883809299193887,0.0,0.1853280926131098,0.1999056472388305,0.0,0.0,0.0,0.0,0.25759719101531503,0.2541978372820822,0.2797400827773765,0.28274276692841943
4.890349128221754,1,3,1.0,5,1,1,1,100.0,0,42.345222614522406,-71.10056885149133,0,97.0,1.0,0.0,24,0.9781,0.46298701298701295,0.8312311038961038,0,0.9,0.75,0,919,3.797496473683163,0.7980745792689963,0.3092195169292468,0.20871437166693715,0.10970639820667277,0.11103346134632322,0.11675846386942598,0.11866113697085498,0.1342021452973494,0.1393719579300743,0.14145608380494942,0.13732993850190586,0.14482051471734386,0.149596672060283,0.15025089132712904,0.14927114352171786,0.1737948034742097,0.0,0.2629491197211414,0.0,0.0,0.0,0.2243286131367155,0.0,0.0,0.24637226897743322,0.0,0.0,0.2852538139240992,0.3139166185396754,0.0
5.298317366548036,1,5,1.0,5,1,1,1,0.0,0,40.81525425524911,-73.95279321389245,0,97.0,3.0,0.0,15,0.7735,0.41847943722943726,0.746268831168831,0,0.75,0.55,0,2630,7.207070741958139,0.6731601768571226,0.36544983832418215,0.24666823795300094,0.12965606403469834,0.131224448251346,0.0,0.14023918590909953,0.15860626388888846,0.0,0.1671793018430955,0.0,0.0,0.0,0.0,0.0,0.2053986871914219,0.0,0.6215307121869981,0.0,0.25069368023415806,0.0,0.0,0.2994874695693425,0.0,0.0,0.3431758113418492,0.0,0.0,0.0,0.0
4.248495242049359,1,6,2.0,5,0,1,1,0.0,0,38.91123723255474,-77.02822910032997,0,97.0,3.0,0.0,21,0.8422,0.5898809523809523,0.8217342857142856,0,0.73,0.78,0,519,1.0909240868903936,0.9268080311143494,0.3829583403449435,0.12924298920950172,0.13586781520023516,0.13751133984751598,0.14460156974791294,0.146957968659528,0.16620500330696597,0.17260764853901212,0.17518877082404163,0.17007867372225616,0.1793555093637393,0.1852706252899336,0.18608085462843416,0.1848674687553726,0.2152392260359421,0.0,0.3256539544579045,0.2485445666975736,0.2627042774397812,0.0,0.0,0.0,0.30512406258044944,0.0,0.0,0.35800192874064846,0.0,0.0,0.0
5.010635294096256,0,4,2.0,5,0,1,1,100.0,1,40.713698988103296,-74.00727268111369,3,93.0,2.0,16.0,16,0.9866,0.5176406926406927,0.8506022077922077,0,0.75,0.55,16,874,4.983353019106528,0.5125654320416401,0.3289466589973078,0.11101481550446676,0.11670528923622413,0.11811701444167542,0.12420725244290973,0.0,0.1427637807736933,0.0,0.0,0.0,0.1540595656562031,0.1591404254169561,0.15983638162378866,0.15879412927681377,0.1848823144207162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26208997269812184,0.0,0.30889748674468603,0.0,0.0,0.0,0.0
3.688879454113936,0,1,1.0,4,0,1,1,80.0,0,38.93392635430817,-77.032588801005,1,100.0,1.0,0.0,16,0.8197,0.5521081349206348,0.8025274404761904,0,0.73,0.78,0,536,3.376317927145403,0.6968303018244447,0.3761731143776309,0.2539061440396946,0.13346051986103905,0.1350749246669695,0.0,0.14435417884741952,0.0,0.16954939970189645,0.0,0.16706523306344487,0.0,0.18198801481965324,0.0,0.1815920013810873,0.0,0.0,0.6397680862491685,0.0,0.25804970356784795,0.2530006983021133,0.27290125114244207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.293304824724492,1,4,1.0,5,1,1,0,100.0,0,40.81309075165153,-73.94614402363322,13,94.0,2.0,186.0,28,0.9786,0.5362525879917183,0.8533857763975154,0,0.75,0.55,186,306,7.212918230583442,0.4546471430974465,0.0,0.14723216303098138,0.07738954523017798,0.07832568764801404,0.08236424281842337,0.08370643441753037,0.09466943736417761,0.09831634816529691,0.09978654093705472,0.09687585829888609,0.10215989183112063,0.10552910867498702,0.10599061076027703,0.10529947297487462,0.12259905551633694,0.0,0.0,0.14156959069231845,0.0,0.1467071236115712,0.0,0.0,0.17379695409899013,0.0,0.0,0.20391588998420437,0.0,0.0,0.0
